LOC_ID,LOC_NAME,AUSPICE,STR_NO,STREET,UNIT,PCODE,ward,PHONE,bldg_type,bldgname,IGSPACE,TGSPACE,PGSPACE,KGSPACE,SGSPACE,TOTSPACE,SUBSIDY,GC_GEOID,EASTING,NORTHING,run_date
1379,Davisville Care Programme,Non Profit Agency,43,MILLWOOD RD,,M4S 1J6,22,(416) 489-2620,Public Elementary School,Davisville Public School,0,0,0,52,60,112,Y,5581078,629324.58,4839502.63,22OCT13
1381,Centro Clinton Day Care - Site 1,Non Profit Agency,460,MANNING AVE,,M6G 2V7,19,(416) 537-5841,Public Elementary School,Clinton Public School,0,10,52,20,30,112,Y,837356,627869,4834849.25,22OCT13
1383,Kimbercroft Day Nursery 2,Commercial Agency,39,KIMBERCROFT CRT,,M1S 5B5,42,(416) 321-1694,High Rise Apartment,,0,0,40,8,30,78,Y,351509,641677.47,4850046.41,22OCT13
1391,Progress Childcare 1,Non Profit Agency,3,GLAMORGAN AVE,,M1P 4N9,40,(416) 291-3368,High Rise Apartment,,10,10,48,20,0,88,Y,2798984,638216.88,4847374.64,22OCT13
1395,Tamarack Day Care Centre,Commercial Agency,3315,MIDLAND AVE,,M1V 4W7,41,(416) 293-3152,Purpose Built,Commercial Space,0,25,76,0,45,146,Y,4304193,637654.22,4851682.51,22OCT13
1396,Robertson House Child Care,Non Profit Agency,32,HEATH ST W,,M4V 1T3,22,(416) 920-4054x115,Purpose Built,Mothercraft,10,15,48,0,0,73,Y,6082109,629205.88,4838495.14,22OCT13
1397,Deer Park Extended Primary Education Program,Non Profit Agency,23,FERNDALE AVE,105,M4T 2B4,22,(416) 922-9569,Public Elementary School,Deer Park Public School,0,0,24,0,0,24,Y,4070042,629614.46,4838438.86,22OCT13
1402,Mother Of Compassion Child Care,Non Profit Agency,40,SEWELLS RD,,M1B 3G5,42,(416) 724-1462,Catholic High School,Mother Theresa Catholic Secondary School,10,15,24,10,0,59,Y,2133565,643570.14,4852058.63,22OCT13
1413,Albion Child Care Centre,Public (City Operated) Agency,1545,ALBION RD,,M9V 1B2,1,(416) 392-5083,Purpose Built,,10,20,24,0,0,54,Y,982439,613813.68,4843771.94,22OCT13
1414,Centennial College East York Day Care Centre,Non Profit Agency,175,PLAINS RD,,M4J 2R2,29,(416) 289-5104,Public Elementary School,Diefenbaker Public School,0,0,0,0,25,25,Y,6208971,634390.56,4839134,22OCT13
1420,Cast For Kids Child Care Centre,Non Profit Agency,1430,SHEPPARD AVE W,,M3M 2W9,9,(416) 638-4487,Public Elementary School,Sheppard Public School,0,0,40,0,30,70,Y,10133016,621707.93,4844486.55,22OCT13
1421,Children Of Tomorrow - McCowan,Non Profit Agency,400,MCCOWAN RD,,M1J 1J5,38,(416) 269-7093,High Rise Apartment,,10,15,0,0,0,25,Y,361216,641612.99,4844399.06,22OCT13
1425,Vradenburg Community Child Care Centre,Non Profit Agency,50,VRADENBERG DR,,M1T 1M6,40,(416) 497-7016,Public Elementary School,Vradenburg Junior Public School,0,0,32,20,25,77,Y,395053,636133.42,4847978.38,22OCT13
1426,Educare Kindergarten - Islington,Commercial Agency,2825,ISLINGTON AVE,,M9L 2K1,7,(416) 749-0415,High Rise Apartment,Swiss Court,0,10,50,0,30,90,Y,8492741,615324.14,4844695.75,22OCT13
1430,N.Y.A.D. Donwood,Non Profit Agency,61,DORCOT AVE,,M1P 3K5,37,(416) 759-7648,Public Elementary School,Donwood Park Public School,0,0,32,0,30,62,Y,328292,639869.53,4846126.34,22OCT13
1433,Educare Preschool Centre - Lotherton,Commercial Agency,101,LOTHERTON PTWAY,,M6B 2G6,15,(416) 789-4811,Other,,0,10,24,0,0,34,Y,8066635,623430.7,4840131.83,22OCT13
1434,Champions Children's Centre,Non Profit Agency,9,GRENOBLE DR,,M3C 1C3,26,(416) 467-5983,Public Elementary School,Grenoble Public School,0,0,0,19,30,49,Y,523752,634336.66,4841379.03,22OCT13
1439,Wexford Community Childcare Centre,Non Profit Agency,1,WAYNE AVE,,M1R 1Y1,37,(416) 759-1965,Public Elementary School,George Peck Public School,10,15,16,0,0,41,Y,396495,637395.02,4843994.96,22OCT13
1440,Petit Pearson Child Care,Non Profit Agency,7,SNOWCREST AVE,,M2K 2K5,24,(416) 222-2769,Public Elementary School,Lester B. Pearson Public School,0,0,0,20,60,80,Y,9487216,629722.58,4849847.94,22OCT13
1445,Children Are People Education,Non Profit Agency,272,CODSELL AVE,3RD FLOOR,M3H 3X2,10,(416) 633-8831,Community/Recreation Centre,Borochov Centre,20,40,32,24,30,146,Y,501580,624051.14,4845564.09,22OCT13
1448,Rainbow Village Childcare Centre,Non Profit Agency,2460,EGLINTON AVE E,,M1K 5J7,37,(416) 266-5835,Purpose Built,,6,25,64,0,45,140,Y,9086378,639900.4,4843584.51,22OCT13
1452,Cambridge Place Centre For Early Learning,Commercial Agency,30,DENTON AVE,,M1L 4P2,35,(416) 699-8636,High Rise Apartment,Apartment Building,10,15,68,0,0,93,Y,327663,637974.91,4839085.86,22OCT13
1453,Downtown Montessori At Coatsworth,Non Profit Agency,11,COATSWORTH CRES,,M4C 5P8,32,(416) 694-9444,High Rise Apartment,Hanson Building,10,15,32,0,0,57,Y,7791859,635316.74,4837383.98,22OCT13
1454,Dunloe Children's Centre,Non Profit Agency,78,DUNLOE RD,,M5P 2T6,22,(416) 483-6559,Public Elementary School,Forest Hill Public School,0,0,70,0,30,100,Y,797816,627783.49,4839041.74,22OCT13
1458,Enriched Child Care Learning Centre,Commercial Agency,6030,BATHURST ST,SUITE 115,M2R 1Z9,10,(416) 650-5355,High Rise Apartment,,0,0,34,0,0,34,Y,9313334,624894.73,4849255.09,22OCT13
1460,Children's Village Day Care Centre #3,Commercial Agency,225,MARKHAM RD,,M1J 3C6,36,(416) 267-9677,High Rise Apartment,,10,15,40,0,40,105,Y,9340538,643380.32,4845001.17,22OCT13
1462,Howard Park Children's Centre,Non Profit Agency,30,MARMADUKE ST,,M6R 1T2,14,(416) 532-3945,Public Elementary School,Howard Public School,0,0,0,20,97,117,Y,8594462,624825,4833975.5,22OCT13
1466,Cliffcrest Day Care Centre,Non Profit Agency,2938,EGLINTON AVE E,,M1J 2E4,38,(416) 267-6293x223,Commercial Building,Torrance Plaza,0,0,24,0,42,66,Y,9011629,642055.96,4844266.28,22OCT13
1467,Earl Haig Community Day Care,Non Profit Agency,15,EARL HAIG AVE,,M4C 1E2,32,(416) 694-9572,Public Elementary School,Earl Haig Public School,10,15,46,40,65,176,Y,799259,635299.25,4837626.99,22OCT13
1475,Esther Exton Child Care Centre,Non Profit Agency,55,AMEER AVE,,M6A 2Z1,15,(416) 785-2420,Other,Baycrest Centre For Geriatric Care,10,15,32,0,0,57,Y,7094809,625561.13,4842705,22OCT13
1477,Yonge Hearts Child Care Centre,Non Profit Agency,5176,YONGE ST,,M2N 5P6,23,(416) 730-8898,Purpose Built,Yonge Hearts Child Care Centre,20,30,64,0,0,114,Y,7131357,627607.96,4847335.54,22OCT13
1482,East Toronto Village Children's Centre,Non Profit Agency,43,KIMBERLEY AVE,,M4E 2Z4,32,(416) 694-1733,Place of Worship,St. Saviour's Anglican Church,0,0,24,0,24,48,Y,8264102,637193.69,4837829.95,22OCT13
1484,Phoenix Child Centre,Non Profit Agency,625,SENECA HILL DR,,M2J 2W6,33,(416) 492-8888,Public Elementary School,Seneca Hill Public School,0,0,30,0,30,60,Y,560551,632715.93,4849745.9,22OCT13
1486,Scarborough Village Day Nursery 1,Commercial Agency,215,MARKHAM RD,,M1J 3C4,36,(416) 261-5048,High Rise Apartment,,10,15,40,20,15,100,Y,4691150,643408.46,4844835.83,22OCT13
1488,Esterbrooke Child Care,Commercial Agency,35,ESTERBROOKE AVE,SUITE 111,M2J 2C6,33,(416) 492-1109,High Rise Apartment,Esterbrooke Properties Inc,0,0,24,10,20,54,Y,9962928,632754.97,4848365.89,22OCT13
1491,Les Bouts D'Choux,Non Profit Agency,98,ESSEX ST,,M6G 1T3,19,(416) 960-9929,Catholic Elementary School(French),Ecole Sacre Coeur,10,10,36,0,30,86,Y,8740443,627034.77,4835969.51,22OCT13
1495,Pleasant Child Care Of North York,Non Profit Agency,288,PLEASANT AVE,101 & 103,M2R 2R1,23,(416) 733-2280,Public Elementary School,Pleasant Public School,0,0,24,20,60,104,Y,551989,625928.62,4849509.63,22OCT13
1496,Main Square Day Care Centre,Non Profit Agency,265,MAIN ST,BLDG C,M4C 4X3,32,(416) 691-3909,High Rise Apartment,,0,10,24,0,26,60,Y,14190108,637000.29,4838378.6,22OCT13
1498,McMurrich Sprouts,Non Profit Agency,115,WINONA DR,,M6G 3S8,21,(416) 656-7957,Public Elementary School,McMurrich Public School,10,15,48,40,30,143,Y,6620127,626454.81,4837092.23,22OCT13
1500,Faywood Boulevard Child Care Centre,Non Profit Agency,95,FAYWOOD BLVD,,M3H 2X5,10,(416) 633-8420,Public Elementary School,Faywood Public School,0,0,24,20,45,89,Y,8014986,625066.09,4843929.91,22OCT13
1504,Fenside Drive Children's Centre,Non Profit Agency,131,FENSIDE DR,,M3A 2V9,34,(416) 444-2441,Public Elementary School,Fenside Public School,0,15,48,84,90,237,Y,515284,634478.06,4846860.16,22OCT13
1507,Cougar Court Child Care Centre 25,Commercial Agency,3225,EGLINTON AVE E,109,M1J 2H7,36,(416) 267-0366,Other,,0,0,0,0,60,60,Y,8930394,643655.06,4844717.5,22OCT13
1509,Scarborough Village Day Nursery 2,Commercial Agency,155,MARKHAM RD,,M1M 3A1,36,(416) 267-8881,Place of Worship,Christ Church,0,0,16,20,15,51,Y,4378193,643493.23,4844512.76,22OCT13
1510,Columbus Children's Centre,Non Profit Agency,901,LAWRENCE AVE W,,M6A 1C3,15,(416) 789-7011,Community/Recreation Centre,Columbus Centre,0,15,64,0,15,94,Y,5738233,624312.67,4840932.72,22OCT13
1520,Birds And Bees Day Care Centre,Commercial Agency,720,KENNEDY RD,,M1K 2B7,35,(416) 261-5741,High Rise Apartment,,0,15,44,0,30,89,Y,350376,639531.58,4843074.45,22OCT13
1521,Cliffwood Community Child Care,Non Profit Agency,140,CLIFFWOOD RD,,M2H 2E4,24,(416) 490-8848,Public Elementary School,Cliffwood Public School,0,0,24,84,75,183,Y,8649130,631895.83,4851443.12,22OCT13
1522,Finch Flyers Child Care Program,Non Profit Agency,277,FINCH AVE E,,M2N 4S3,23,(416) 225-8778,Public Elementary School,Finch Public School,0,10,24,30,45,109,Y,9084973,629136.47,4848893.65,22OCT13
1525,Hilltop Daycare Centre,Non Profit Agency,160,NORTH BONNINGTON AVE,,M1K 1Y1,35,(416) 266-1085,Purpose Built,,0,15,32,0,30,77,Y,367974,639678.27,4841483.71,22OCT13
1529,The Fashion District - Ryerson Public School,Non Profit Agency,96,DENISON AVE,,M5T 1E4,20,(416) 415-2505,Public Elementary School,Ryerson Public School,0,15,20,0,15,50,Y,10560819,628803.6,4834153.2,22OCT13
1531,Today's Child Tomorrow's Future - Blantyre,Non Profit Agency,290,BLANTYRE AVE,,M1N 2S4,36,(416) 698-0069,Public Elementary School,Blantyre Public School,0,0,32,20,45,97,Y,309574,638304.05,4838107.19,22OCT13
1532,Flemingdon Park Schoolage & Family Centre,Non Profit Agency,150,GRENOBLE DR,,M3C 1E3,26,(416) 429-6194,Community/Recreation Centre,Flemingdon Park Community Centre,0,0,0,0,45,45,Y,523758,634795.67,4841194.54,22OCT13
1533,John A. Leslie Childcare,Non Profit Agency,459,MIDLAND AVE,,M1N 4A7,36,(416) 261-3238,Public Elementary School,John A. Leslie Public School,0,10,24,20,15,69,Y,363191,641057.82,4841389.46,22OCT13
1536,Dalemount Child Care,Non Profit Agency,101,ENGLEMOUNT AVE,,M6B 4L5,15,(416) 781-9493,Public Elementary School,Glen Park Public School,0,0,32,20,45,97,Y,14038150,625952.62,4840982.04,22OCT13
1538,Kenlinton Child Care Centre,Commercial Agency,2283,EGLINTON AVE E,,M1K 2N4,35,(416) 759-4525,High Rise Apartment,Apartment Building,0,0,32,0,30,62,Y,3351462,639124.63,4843174.24,22OCT13
1539,Friends Day Care Centre,Non Profit Agency,60,LOWTHER AVE,,M5R 1C7,20,(416) 922-7022,Church,Quakers Meeting House,0,0,24,0,0,24,Y,2376672,629074.5,4836304.55,22OCT13
1540,Friendly Times Child Care,Non Profit Agency,2829,KEELE ST,,M3M 2G7,9,(416) 631-7681,Public Elementary School,Downsview Public School,0,0,16,20,30,66,Y,10154479,622206,4842905.76,22OCT13
1544,Kennedy Road Kiddy Kare,Non Profit Agency,661,KENNEDY RD,,M1K 2B8,35,(416) 261-1414,Church,,0,10,16,8,30,64,Y,350359,639756.7,4842639.27,22OCT13
1547,Today's Child Tomorrow's Future - Norman Cook,Non Profit Agency,725,DANFORTH RD,,M1K 1G4,35,(416) 266-9888,Public Elementary School,Norman Cook Junior Public School,0,0,32,0,22,54,Y,325679,640325.92,4841920.41,22OCT13
1548,Gan Yeladim Day Care Centre,Non Profit Agency,100,ELDER ST,,M3H 5G7,10,(416) 638-1796,Synagogue,Beth Emeth Bais Yehuda Synagogue,0,15,46,0,0,61,Y,511179,624425.34,4846228.2,22OCT13
1551,Don Valley Christian Child Care,Non Profit Agency,25,AXSMITH CRES,,M2J 3K2,33,(416) 491-6485,Place of Worship,Don Valley Bible Chapel,6,15,44,0,0,65,Y,485416,632568.69,4849496.32,22OCT13
1552,West Scarborough Play Care Program,Non Profit Agency,313,PHARMACY AVE,,M1L 3E7,35,(416) 755-9215x257,Community/Recreation Centre,West Scarborough Neighbourhood Community Centre,0,0,0,0,40,40,Y,2312042,638200.96,4839917.03,22OCT13
1554,Pride In Heritage Children's Centre,Non Profit Agency,55,GATEWAY BLVD,,M3C 1B4,26,(416) 467-5981,Public Elementary School,Gateway Public School,0,0,40,0,75,115,Y,8929147,634444.76,4840986.96,22OCT13
1559,St. Michael's And All Angels Day Care Centre,Non Profit Agency,611,ST CLAIR AVE W,,M6C 1A3,21,(416) 653-1424,Place of Worship,St. Michael's And All Angels Church,10,15,32,0,0,57,Y,9171886,627109,4837524.79,22OCT13
1562,Gateway Day Care Centre,Commercial Agency,100,LEEWARD GLENWAY,GRND FLR,M3C 2Z1,26,(416) 424-2419,High Rise Apartment,,0,15,50,0,0,65,Y,536532,634651.03,4840954.54,22OCT13
1566,Glen Cameron For Kids,Non Profit Agency,211,CAMERON AVE,,M2N 1E8,23,(416) 225-5788,Public Elementary School,Cameron Public School,0,0,24,0,52,76,Y,495911,627084.44,4845579.65,22OCT13
1567,Downsview Day Care Centre,Non Profit Agency,1201,WILSON AVE,BUILDING D,M3M 1J8,9,(416) 235-5662,Office Building,Ontario Ministry Of Transportation Building D,10,20,24,0,0,54,Y,576360,621836.08,4841956.83,22OCT13
1570,Ranchdale Rompers Day Care,Non Profit Agency,60,RANCHDALE CRES,,M3A 2M3,34,(416) 441-1233,Public Elementary School,Ranchdale Public School,0,10,24,20,60,114,Y,554092,634974.99,4845523.27,22OCT13
1577,Playhouse Child Care Centre,Non Profit Agency,15,GREENLAND RD,,M3C 1N1,34,(416) 441-3170,Public Elementary School,Greenland Public School,10,10,34,0,0,54,Y,13967814,633789.89,4843404.9,22OCT13
1578,Rejoyce Caledon Community Child Care,Non Profit Agency,26,JOYCE PKY,,M6B 2S9,15,(416) 789-1485,Public Elementary School,Joyce Public School,0,0,20,30,30,80,Y,532121,623754.18,4840563.55,22OCT13
1580,Garderie La Farandole Gabrielle Roy,Non Profit Agency,14,PEMBROKE ST,,M5A 2N7,27,(416) 363-1841,Public Elementary School (French),Ecole Elementaire Gabrielle-Roy,10,10,32,32,30,114,Y,853146,631236.83,4834796.28,22OCT13
1585,West Prep Children's Centre Of Toronto,Non Profit Agency,70,RIDGE HILL DR,,M6C 2J6,21,(416) 783-4302,Public Elementary School,West Preparatory Public School,0,15,52,40,45,152,Y,859183,626244.14,4839828.93,22OCT13
1588,Greenland Recreational After School Program,Non Profit Agency,15,GREENLAND RD,,M3C 1N1,34,(416) 444-7427,Public Elementary School,Greenland Public School,0,0,0,0,45,45,Y,13967814,633789.89,4843404.9,22OCT13
1589,Dublin Heights Community Child Care,Non Profit Agency,100,BAINBRIDGE AVE,,M3H 2K2,10,(416) 638-0612,Public Elementary School,Dublin Heights Elementary And Middle School,0,10,24,40,45,119,Y,485548,624964.14,4844954.77,22OCT13
1592,Grenoble Day Care Centre,Commercial Agency,45,GRENOBLE DR,,M3C 1C4,26,(416) 429-5575,High Rise Apartment,Montego Towers,10,15,32,0,0,57,Y,523754,634442.03,4841465.13,22OCT13
1593,Garrison Creek Community Day Care,Non Profit Agency,222,NIAGARA ST,,M6J 2L3,19,(416) 703-0541,Public Elementary School,Niagara Street Public School,0,15,16,40,50,121,Y,12267344,628366.24,4833335.54,22OCT13
1597,Bowmore Road Community Day Care,Non Profit Agency,80,BOWMORE RD,,M4L 3J2,32,(416) 463-7345,Public Elementary School,Bowmore Public School,0,0,0,0,60,60,Y,6361762,635855.91,4837052.98,22OCT13
1598,Rippleton Roadsters Child Care Program,Non Profit Agency,21,RIPPLETON RD,,M3B 1H4,25,(416) 449-4559,Public Elementary School,Rippleton Public School,0,0,48,30,60,138,Y,556083,632035.33,4844180.77,22OCT13
1601,Gulfstream Day Care Centre,Non Profit Agency,20,GULFSTREAM RD,,M9M 1S3,7,(416) 746-5714,Public Elementary School,Gulfstream Public School,0,15,24,0,30,69,Y,13967820,617392.56,4843704.2,22OCT13
1603,Highview Wilson Child Care,Non Profit Agency,22,HIGHVIEW AVE,,M3M 1C4,9,(416) 245-6221,Public Elementary School,Highview Public School,0,0,16,20,30,66,Y,2119836,621032.93,4841866.42,22OCT13
1605,Hillmount Child Care,Non Profit Agency,245,MCNICOLL AVE,,M2H 2C6,24,(416) 494-0877,Public Elementary School,Hillmount Public School,0,0,24,20,45,89,Y,542014,632662.5,4850693.41,22OCT13
1607,Hollywood All Stars Child Care,Non Profit Agency,360,HOLLYWOOD AVE,,M2N 3L4,23,(416) 221-7827,Public Elementary School,Hollywood Public School,0,0,24,30,50,104,Y,528255,629418.25,4847419.75,22OCT13
1613,John Ross Robertson Child Centre,Non Profit Agency,130,GLENGROVE AVE W,,M4R 1P2,16,(416) 484-4825,Public Elementary School,John Ross Robertson Public School,0,0,24,0,60,84,Y,812871,628158.49,4841596.67,22OCT13
1614,Kew Beach Day Care Centre,Non Profit Agency,101,KIPPENDAVIE AVE,,M4L 3R3,32,(416) 698-6226,Public Elementary School,Kew Beach Public School,0,0,47,40,65,152,Y,8236907,636821.49,4836228.25,22OCT13
1617,Givins/Shaw School Community Day Care,Non Profit Agency,49,GIVINS ST,,M6J 2X5,19,(416) 531-4628,Public Elementary School,Givins Shaw Junior Senior Public School,0,0,24,20,15,59,Y,11180397,627608.41,4833595.54,22OCT13
1618,Roywood Child Care North York,Non Profit Agency,11,ROYWOOD DR,,M3A 2C7,34,(416) 391-0222,Public Elementary School,Roywood Public School,0,0,24,20,25,69,Y,6739507,635069.63,4846888.06,22OCT13
1619,Wilmington Best Child Care Centre,Non Profit Agency,330,WILMINGTON AVE,,M3H 5L1,10,(416) 633-2665,Public Elementary School,Wilmington Elementary School,0,0,39,40,45,124,Y,575941,623878.15,4847090.45,22OCT13
1622,Kaleidoscope Preschool Resource Centre,Non Profit Agency,1087,LILLIAN ST,,M2M 3G1,24,(416) 226-1380,Place of Worship,St. Patrick's Anglican Church,0,10,16,10,30,66,Y,537112,627863.88,4850496.34,22OCT13
1624,Junction Day Care Centre,Non Profit Agency,265,ANNETTE ST,,M6P 1R3,13,(416) 767-2991,Public Elementary School,Annette Street Public School,0,0,32,40,50,122,Y,7992305,623121.94,4835179.9,22OCT13
1625,Gledhill Avenue Child Care Centre,Non Profit Agency,2,GLEDHILL AVE,,M4C 5K6,31,(416) 467-8340,Public Elementary School,Gledhill Junior Public School,0,0,24,20,50,94,Y,10080042,636230.89,4838348.4,22OCT13
1629,Kids Haven Community Child Care,Non Profit Agency,46,CRESTHAVEN DR,,M2H 1M1,24,(416) 492-8336,Public Elementary School,Cresthaven Public School,0,15,32,10,30,87,Y,504194,631569.97,4850466.96,22OCT13
1630,Kids Korner Day Care,Non Profit Agency,180,WESTMORELAND AVE,,M6H 3A2,18,(416) 533-3009,Community/Recreation Centre,Dovercourt Boys And Girls Club,0,0,16,0,15,31,Y,8015587,626349.19,4835727,22OCT13
1633,York University Co-Operative Day Care Centre,Non Profit Agency,90,ATKINSON RD,RM 128,M3J 2S5,8,(416) 736-5190,High Rise Apartment,Atkinson Residence,20,20,64,0,15,119,Y,8594966,620592.25,4847354,22OCT13
1635,Hawthorne-On-Essex Day Care,Non Profit Agency,50,ESSEX ST,,M6G 1T3,19,(416) 393-9291,Public Elementary School,Hawthorne II Alternative Bilingual School,0,0,32,40,50,122,Y,8740418,627184.46,4836014.75,22OCT13
1636,Keelmount Daycare Centre,Non Profit Agency,99,MOUNTVIEW AVE,,M6P 2L5,13,(416) 763-6824,Public Elementary School,Keele Public School,0,0,24,0,50,74,Y,8004943,624035.9,4834761.74,22OCT13
1643,Le Petit Chaperon Rouge - Gainsborough,Non Profit Agency,250,GAINSBOROUGH RD,,M4L 3C6,32,(416) 465-2582,Catholic Elementary School(French),Ecole George Etienne Cartier,0,0,0,44,48,92,Y,807027,635450.21,4837249.22,22OCT13
1644,Kindercircle Day Care,Non Profit Agency,150,KILGOUR RD,,M4G 1R8,26,(416) 424-3818,Hospital/Health Centre,Hugh Macmillan Rehabilitation Centre,10,15,0,0,0,25,Y,12601205,631050.25,4841662.08,22OCT13
1645,Kensington Kids Early Learning Centre,Non Profit Agency,401,COLLEGE ST,,M5T 1S9,20,(416) 927-0870,Public Elementary School,Kensington Community School,10,15,48,20,0,93,Y,2812332,628542.97,4834723.41,22OCT13
1651,Lawrence Heights Community Day Care Centre,Non Profit Agency,10,FLEMINGTON RD,,M6A 2N4,15,(416) 787-4105,Public Elementary School,Flemington Public School,10,25,24,30,30,119,Y,7062866,625304.61,4841742.34,22OCT13
1653,Yorkview Kids Care,Non Profit Agency,130,YORKVIEW DR,,M2R 1K1,23,(416) 221-7656,Public Elementary School,Yorkview Public School,0,0,16,16,43,75,Y,579389,625893.8,4847580.62,22OCT13
1657,Learning Step Childrens Center,Non Profit Agency,1645,QUEEN ST W,,M6R 1A9,14,(416) 533-6977,Other,,0,10,16,0,0,26,Y,14038549,625355.98,4832694.38,22OCT13
1663,Hester How Day Care Centre,Non Profit Agency,100,QUEEN ST W,1ST FLOOR EAST TOWER,M5H 2N2,27,(416) 392-7981,Office Building,Toronto City Hall,12,20,24,20,0,76,Y,856375,630333.34,4834360.82,22OCT13
1664,Sunnybrook Creche,Non Profit Agency,2075,BAYVIEW AVE,,M4N 3M5,25,(416) 480-4465,Other,Sunnybrook Health Science Centre,10,25,32,0,0,67,Y,7754918,630646.88,4842046.17,22OCT13
1665,Montrose Child Care Centre,Non Profit Agency,301,MONTROSE AVE,,M6G 3G9,19,(416) 532-6675,Public Elementary School,Montrose Public School,10,15,16,20,30,91,Y,844204,627480.86,4834956.89,22OCT13
1670,Topcliff Community Child Care,Non Profit Agency,65,TOPCLIFF AVE,,M3N 1L6,8,(416) 630-8960,Public Elementary School,Topcliff Public School,0,0,24,0,30,54,Y,7415223,619884.08,4845593.45,22OCT13
1671,Kids Hut Daycare & Montessori,Commercial Agency,1350,YORK MILLS RD,,M3A 1Z9,34,(416) 447-3686,High Rise Apartment,,0,10,24,0,0,34,Y,579045,635271.04,4846680.01,22OCT13
1672,Hillcrest Day Nursery,Commercial Agency,2,VAUGHAN RD,,M6G 2N1,21,(416) 653-9094,Place of Worship,Hillcrest Christian Church (Disciples),0,0,36,0,24,60,Y,10636581,627491.54,4837446.95,22OCT13
1680,Lord Dufferin Community Day Care Centre,Non Profit Agency,350,PARLIAMENT ST,,M5A 2Z7,28,(416) 960-8604,Public Elementary School,Lord Dufferin Public School,0,0,0,40,80,120,Y,14172941,631660.14,4835275.91,22OCT13
1681,Hughes Child Care Centre,Non Profit Agency,177,CALEDONIA RD,,M6E 4S8,17,(416) 656-8774,Public School (Closed),Hughes Jr. Public School,0,0,16,0,40,56,Y,7156906,624385.65,4837365.1,22OCT13
1683,Oakwood Children's House,Non Profit Agency,115,WINONA DR,,M6G 3S8,21,(416) 656-3831,Public Elementary School,McMurrich Public School,0,0,16,0,0,16,Y,6620127,626454.81,4837092.23,22OCT13
1687,Rainbow's End Faith Lutheran Day Care,Non Profit Agency,96,HUCKNALL RD,,M3J 1V8,8,(416) 633-4718,Place of Worship,Faith Lutheran Church,0,10,24,0,0,34,Y,7568736,620983.59,4845604.13,22OCT13
1690,Matthew John Day Care Centre,Non Profit Agency,135,FIRST AVE,,M4M 1W9,30,(416) 466-8001,Place of Worship,St. Matthew's Anglican Church,0,15,32,0,15,62,Y,805425,633244.95,4835816.73,22OCT13
1691,St. Mark's Day Care Centre - Greenland Road,Non Profit Agency,1,GREENLAND RD,,M3C 1N1,34,(416) 444-6948,Place of Worship,St. Mark's Presbyterian Church,0,9,36,0,25,70,Y,13967632,633699.37,4843407.98,22OCT13
1692,Huron Superfriends,Non Profit Agency,541,HURON ST,,M5R 2R6,20,(416) 921-7551,Public Elementary School,Huron Street Public School,0,0,0,0,55,55,Y,7974431,628779.39,4836354.58,22OCT13
1693,Rendezvous Child Care Centre,Non Profit Agency,18,DALLINGTON DR,,M2J 2G3,33,(416) 490-9360,Public Elementary School,Dallington Public School,0,0,36,0,45,81,Y,9963285,632387.49,4848212.49,22OCT13
1698,Ogden Day Care Centre,Non Profit Agency,33,PHOEBE ST,,M5T 1A8,20,(416) 593-0624,Public Elementary School,Ogden Public School,0,15,24,40,22,101,Y,853889,629411.83,4834030.83,22OCT13
1699,Three Valleys Children's Centre,Non Profit Agency,76,THREE VALLEYS DR,,M3A 3B7,34,(416) 443-9414,Public Elementary School,Three Valleys Public School,0,10,78,40,60,188,Y,568636,633825.06,4845317.32,22OCT13
1702,Hydrokids Day Care Centre,Non Profit Agency,700,UNIVERSITY AVE,,M5G 1X6,20,(416) 592-5437,Other,Ontario Power Generation,10,20,52,0,0,82,Y,7792706,629710.1,4835035.96,22OCT13
1705,Tot World Child Care Centre,Non Profit Agency,25,YORKWOODS GATE,,M3N 1K1,8,(416) 638-3003,Public Elementary School,Yorkwoods Elementary School,0,15,24,40,30,109,Y,10258462,619634.33,4845030.72,22OCT13
1712,Jackman Community Day Care,Non Profit Agency,79,JACKMAN AVE,,M4K 2X5,29,(416) 466-8715,Public Elementary School,Jackman Avenue Public School,0,0,40,0,119,159,Y,825367,632666.3,4837498.57,22OCT13
1714,Orde Day Care Centre,Non Profit Agency,18,ORDE ST,,M5T 1N7,20,(416) 598-3412,Public Elementary School,Orde Street Public School,0,0,24,54,75,153,Y,9947932,629624.47,4834992.05,22OCT13
1715,Tumpane Child Care Learning Centre,Non Profit Agency,48,TUMPANE ST,,M3M 1L8,9,(416) 244-2465,Public Elementary School,Tumpane Public School,0,0,24,63,30,117,Y,570542,620618.88,4842374.89,22OCT13
1717,Start Right Child Care Centre,Non Profit Agency,38,ORFUS RD,,M6A 1L6,15,(416) 781-7066,Public High School,Yorkdale Secondary School And Adult Learning Centre,10,15,24,0,0,49,Y,12789760,623985.51,4841695.1,22OCT13
1721,Van Horne Day Care,Commercial Agency,201,VAN HORNE AVE,1ST FLOOR,M2J 2T7,33,(416) 493-3353,High Rise Apartment,,0,0,32,0,24,56,Y,571343,632451.74,4849243.5,22OCT13
1728,Storybook Childcare Centre,Commercial Agency,1855,JANE ST,,M9N 2T7,12,(416) 241-5233,High Rise Apartment,,0,0,28,0,26,54,Y,530974,620478.75,4840317.92,22OCT13
