"Vote","PID3","georgeWBush","barackObama","johnMcCain","cindyMcCain","michelleObama","joeBiden","sarahPalin","hispanics","christianFundamentalists","catholics","feminists","federalGovernment","jews","liberals","middleClassPeople","laborUnions","poorPeople","theMilitary","bigBusiness","peopleOnWelfare","conservatives","workingClassPeople","environmentalists","theUSSupremeCourt","gayMenAndLesbians","asianAmericans","congress","blacks","southerners","illegalImmigrants","richPeople","whites","israel","muslims","hindus","christians","athiests","hillaryClinton","billClinton","condoleezaRice","rushLimbaugh","republicanParty","democraticParty"
"McCain","Other",40,60,70,70,40,70,50,50,60,70,50,40,50,40,70,60,40,70,30,30,60,60,60,70,60,70,40,50,50,30,40,50,40,50,50,85,40,40,70,70,40,30,40
"Obama","Other",50,85,60,50,50,50,15,85,50,50,85,60,85,70,100,85,100,100,70,85,70,100,100,70,85,85,50,85,85,85,70,85,70,85,85,50,50,85,85,85,60,50,70
"Obama","Democrat",15,85,60,50,75,55,40,50,35,50,45,35,50,60,50,40,50,100,45,40,40,85,75,55,50,50,35,50,50,30,50,50,65,50,50,50,35,0,80,0,0,0,NA
NA,"Republican",60,50,60,50,50,50,30,100,15,50,85,40,40,30,85,0,50,70,60,0,70,100,100,70,85,85,60,85,85,100,50,85,40,85,85,40,50,60,50,85,100,85,15
"Obama",NA,50,85,70,50,70,85,60,85,60,85,70,60,85,70,85,85,70,85,70,60,70,100,70,70,85,85,40,85,85,70,85,85,70,70,70,70,85,50,70,60,0,50,40
"Obama","Democrat",0,85,60,70,70,70,40,70,60,50,60,40,60,60,70,60,70,100,60,40,60,100,70,60,100,60,40,40,60,15,60,60,30,50,50,85,50,85,85,50,40,0,50
NA,"Other",40,60,40,50,50,50,40,50,50,50,50,50,50,50,70,60,70,60,40,60,50,70,50,50,50,50,50,50,50,50,50,70,40,50,50,50,50,40,40,NA,NA,60,30
"McCain","Republican",50,50,50,50,40,40,100,50,50,50,40,40,50,40,85,40,50,100,50,40,85,85,30,50,50,50,30,50,50,40,50,50,60,50,50,50,50,0,0,70,70,60,50
NA,"Other",40,60,40,50,60,NA,50,60,60,60,60,40,60,60,60,50,60,100,50,60,60,70,70,40,60,60,70,60,60,50,50,50,50,70,60,85,60,50,40,NA,40,50,50
"Obama","Other",0,85,60,30,85,85,15,100,0,50,85,15,85,70,85,70,85,30,15,60,50,85,100,30,100,100,60,100,85,85,30,85,40,100,70,30,70,70,60,0,0,0,60
"Obama","Democrat",15,95,30,15,95,85,0,85,0,70,85,30,85,85,95,90,85,40,60,85,40,95,85,60,85,85,60,85,85,75,70,85,65,85,85,50,85,70,70,40,0,40,60
"McCain","Other",30,15,40,40,15,15,50,50,40,50,40,50,70,15,85,70,50,70,50,40,70,100,50,50,50,50,50,60,50,0,50,70,50,50,50,50,50,30,30,50,30,60,30
"Obama","Republican",30,85,40,50,70,60,50,70,50,50,50,40,70,40,70,60,85,85,40,30,70,85,60,70,50,70,30,70,70,30,70,70,0,50,50,70,15,50,30,NA,50,40,60
"Obama","Democrat",50,60,50,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,40,40,NA,50,50
NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,100,0,0,50,70
"McCain","Republican",50,60,70,50,15,40,50,30,30,30,50,30,50,50,70,40,60,85,50,40,70,70,40,50,30,40,40,50,70,0,50,70,50,15,30,30,50,40,60,30,30,50,30
"Obama","Democrat",0,99,0,20,85,50,60,100,50,50,50,20,50,50,100,50,50,50,20,30,50,100,50,50,100,50,20,50,50,50,40,50,50,50,50,100,50,60,40,50,15,50,70
"McCain","Republican",40,30,50,50,30,50,70,85,60,70,40,15,70,40,85,30,50,100,70,60,70,85,30,60,40,85,15,40,70,40,70,70,60,40,50,70,50,30,40,50,70,30,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,60,15,30,0,85
"McCain","Republican",85,30,60,85,15,40,100,50,50,60,40,15,50,30,50,0,50,85,70,40,85,50,15,70,50,60,0,50,50,30,50,50,85,30,50,70,40,40,0,70,100,70,15
NA,"Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,70,60,0,40,60
NA,"Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,30,60,30,40,70
"McCain","Other",30,40,40,70,30,40,85,70,60,70,60,60,85,40,85,40,70,85,70,60,50,100,40,40,40,85,30,70,85,0,70,85,60,60,85,70,70,60,50,60,70,50,30
"McCain","Republican",40,40,60,50,40,30,40,50,50,40,40,40,50,40,60,40,50,60,50,40,50,60,40,60,50,50,40,50,50,40,70,60,50,50,50,50,50,15,50,50,40,70,40
"Obama","Democrat",0,100,70,50,85,85,15,85,40,50,85,60,85,85,70,60,70,60,50,70,40,85,85,70,100,85,70,85,70,50,70,50,60,85,85,85,50,85,70,40,0,15,60
"McCain","Other",60,40,60,60,0,0,70,50,50,50,50,40,50,40,50,30,50,60,50,NA,60,50,0,60,50,50,15,50,59,15,50,50,50,0,50,50,50,0,15,70,40,50,15
NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,50,50,0,50,50,50,0,50,0,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,50,50,100,50,0,0,0,0,0,0
NA,"Other",15,70,50,50,60,NA,30,50,50,50,50,40,50,50,60,60,60,50,40,50,60,60,50,30,60,50,40,60,50,50,40,50,50,50,50,60,50,70,70,50,30,40,60
"Obama","Democrat",0,100,70,40,100,85,30,85,15,50,60,30,60,85,70,50,70,70,50,50,30,85,70,50,70,70,60,85,40,60,50,70,50,70,70,15,70,85,70,15,0,30,70
"Obama","Democrat",15,85,60,60,85,70,50,50,70,85,50,60,50,70,50,50,50,60,50,50,50,50,70,70,50,50,70,50,50,40,50,50,50,50,50,85,50,70,70,30,15,15,60
"McCain","Republican",70,40,60,60,40,30,85,85,85,85,50,30,85,40,85,30,100,85,85,85,70,85,40,70,50,85,30,85,85,15,50,85,85,85,85,100,60,30,30,60,60,60,30
"McCain","Republican",85,50,70,85,50,50,85,100,100,100,100,40,100,30,100,30,100,85,100,50,100,100,30,100,100,100,15,100,100,100,100,100,100,85,100,100,100,70,40,100,85,85,15
NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,40,70,0,0,15
NA,"Other",60,85,50,50,70,70,50,100,60,100,70,60,100,70,100,100,100,100,85,30,60,100,50,70,70,100,70,100,100,50,100,100,60,60,100,100,50,50,40,NA,60,60,100
"Obama","Democrat",0,85,40,15,85,70,0,70,15,40,60,60,70,60,50,40,70,70,70,60,40,85,50,50,85,70,50,70,70,30,50,50,60,60,70,40,50,100,100,15,0,0,100
"Obama","Other",0,85,40,50,50,50,50,50,40,50,40,0,50,50,85,40,70,85,40,40,40,100,30,60,60,60,15,60,50,0,40,85,40,50,50,40,50,60,85,50,15,15,70
"Obama","Democrat",0,85,15,50,85,85,0,85,60,85,85,70,85,85,85,85,85,85,70,70,50,85,85,70,85,85,70,85,70,70,85,85,70,85,85,85,85,100,100,30,0,30,85
NA,"Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,40,70,50,50,50
"Obama","Other",30,85,50,40,70,50,0,50,30,50,60,40,50,50,50,40,50,50,40,40,50,50,50,50,50,50,50,50,50,30,50,50,50,50,50,40,100,30,70,70,0,50,50
NA,"Other",40,60,40,50,50,NA,NA,40,0,30,30,30,60,95,70,30,60,85,70,15,40,85,60,60,NA,60,15,70,40,0,40,30,50,60,50,30,70,85,0,NA,NA,NA,NA
"Obama","Republican",30,80,50,50,50,50,15,50,30,30,50,40,50,40,60,60,50,50,40,40,50,80,60,60,70,60,40,60,60,60,40,60,50,50,50,60,50,40,60,50,40,50,50
NA,NA,15,100,50,50,60,50,40,50,50,50,50,60,50,50,60,60,60,70,40,50,50,100,70,40,50,50,50,100,50,50,40,50,50,50,50,100,50,60,60,60,50,60,50
"Obama","Democrat",40,85,NA,NA,NA,NA,NA,60,50,70,60,40,70,70,70,40,70,85,70,60,70,60,70,60,50,70,50,85,50,60,70,85,30,50,85,60,50,50,70,NA,NA,0,70
"McCain","Republican",60,50,70,70,60,40,70,60,50,60,40,50,50,50,50,50,50,70,60,30,70,60,60,60,50,60,30,50,60,40,50,60,50,50,50,60,50,40,30,50,15,70,40
"Obama","Other",50,85,60,50,100,85,100,50,50,100,30,70,50,40,85,85,50,60,40,50,50,100,40,70,60,50,40,50,70,15,85,50,50,50,70,100,50,85,50,70,40,50,50
NA,"Democrat",40,70,70,NA,85,NA,85,70,NA,30,60,40,85,40,70,40,85,85,70,70,40,85,NA,85,50,70,60,70,70,15,30,60,30,NA,30,100,NA,100,85,70,NA,70,70
"Obama","Democrat",40,90,40,30,50,40,50,50,40,70,70,50,30,40,50,40,40,40,50,50,40,80,40,50,30,40,60,40,20,50,40,40,20,35,40,50,30,65,90,NA,NA,40,85
NA,NA,50,50,50,50,5,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,60,70,NA,NA,70,70
"Obama","Republican",NA,95,NA,20,20,20,20,80,50,80,80,50,40,50,50,40,80,50,40,50,50,50,40,50,20,50,50,50,40,90,50,50,40,30,30,50,30,50,70,50,50,70,70
NA,"Democrat",0,100,100,60,70,NA,NA,100,70,100,40,70,100,NA,80,100,100,100,100,50,NA,100,70,100,NA,40,70,80,NA,100,50,100,NA,30,30,100,30,100,100,60,70,50,85
"Obama","Democrat",100,100,100,100,100,85,NA,100,100,100,85,100,100,100,100,85,100,85,100,100,100,100,100,100,85,100,85,100,100,100,100,100,100,100,100,100,60,85,85,70,NA,30,100
"Obama","Democrat",40,95,80,40,95,NA,30,100,100,100,NA,100,NA,NA,100,100,100,100,NA,NA,100,100,100,100,NA,NA,100,100,100,100,NA,100,NA,NA,NA,100,NA,100,100,NA,NA,40,100
"McCain","Republican",100,60,85,100,40,0,100,70,70,100,15,60,100,0,100,60,100,100,100,70,100,100,0,70,60,100,60,70,100,70,100,85,100,70,60,100,15,0,0,70,70,100,0
"Obama","Democrat",0,100,50,50,100,85,40,85,50,60,60,30,85,60,85,50,60,70,40,30,60,100,70,60,85,85,60,85,85,40,60,85,60,60,50,70,50,60,60,50,15,50,70
"Obama","Democrat",15,85,40,15,85,70,60,70,0,70,70,40,70,70,70,50,60,60,60,60,30,85,60,40,100,70,60,70,85,60,70,70,70,70,60,15,50,85,85,50,0,40,70
"Obama","Democrat",15,85,50,NA,70,70,50,50,50,50,40,40,50,60,70,30,70,70,30,60,60,70,85,50,40,50,50,50,50,30,60,50,60,50,50,50,50,70,85,30,50,60,70
"Obama","Democrat",15,100,30,50,85,85,40,85,15,40,40,60,70,40,100,70,60,70,50,60,15,100,70,50,60,40,60,85,50,85,60,60,50,50,50,60,50,70,60,50,15,30,85
"Other","Other",15,60,60,70,15,40,40,50,0,50,60,30,50,40,70,60,60,85,70,15,40,85,85,15,70,70,15,50,50,15,40,85,60,50,50,50,50,70,100,15,30,30,30
"McCain","Republican",60,60,70,60,15,40,70,60,70,85,50,70,100,60,60,30,60,85,60,70,60,70,60,40,40,85,40,60,60,0,70,100,100,0,50,100,0,0,0,15,70,85,15
"Obama","Democrat",30,85,60,50,85,70,40,60,NA,85,50,60,80,70,85,70,70,60,60,85,70,70,60,70,70,60,60,70,70,30,60,85,50,50,50,70,30,60,70,85,50,40,100
"McCain","Republican",100,40,70,50,50,50,100,100,100,70,30,30,100,30,100,30,100,100,85,70,70,100,30,30,15,100,30,100,100,30,70,100,100,NA,85,100,70,30,15,85,70,60,40
"Obama","Other",5,95,50,50,85,75,35,50,40,50,35,10,50,50,80,70,65,10,15,45,40,90,90,30,45,50,30,50,50,50,30,50,50,50,50,60,50,70,75,50,10,15,60
NA,"Other",30,60,50,50,50,50,50,100,50,50,40,50,50,50,85,50,85,0,60,70,NA,100,70,40,50,100,50,100,50,50,50,100,60,50,50,70,50,50,50,40,NA,50,50
"Obama",NA,30,100,60,40,85,85,30,60,30,40,100,60,50,70,70,70,60,70,30,40,40,85,60,85,85,85,60,70,40,40,30,70,50,50,60,40,60,60,70,60,NA,50,60
NA,NA,60,85,NA,NA,70,NA,60,70,NA,50,NA,85,60,NA,60,NA,50,50,70,40,NA,50,85,60,50,50,50,70,50,40,70,50,50,50,50,60,50,50,70,70,50,30,30
NA,NA,15,85,50,NA,50,50,50,85,NA,85,85,85,85,50,85,50,85,85,50,85,50,100,70,30,85,85,85,85,85,60,85,85,85,15,85,85,85,70,85,NA,60,60,60
"Obama","Democrat",15,70,30,50,85,70,15,70,15,40,85,15,70,85,70,70,100,30,15,100,30,70,85,40,100,60,40,100,70,85,15,40,30,70,70,60,70,60,60,15,0,30,60
"McCain","Republican",40,60,40,50,60,50,70,70,50,85,30,40,60,40,70,60,50,85,60,50,70,70,60,50,50,60,50,50,60,15,50,100,50,50,50,70,50,50,30,50,70,60,40
NA,"Democrat",60,40,70,50,40,50,50,70,50,85,50,60,50,50,60,60,60,85,40,15,50,85,50,60,30,50,30,40,60,60,50,70,30,50,50,60,15,50,70,NA,50,50,60
NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,85,70,NA,60,60
"McCain","Republican",70,40,85,100,30,50,70,100,100,100,85,85,100,60,100,85,100,100,70,70,100,100,85,85,85,100,70,100,100,40,100,100,100,85,85,100,70,40,50,70,100,85,40
"Obama","Democrat",4,90,70,50,80,88,1,88,55,90,50,55,76,78,80,44,65,86,40,25,40,80,55,76,89,80,70,78,76,60,60,60,75,55,55,80,40,70,85,40,0,40,85
"Obama","Other",50,85,60,50,70,NA,60,50,50,60,50,60,50,50,70,40,60,85,85,40,60,85,40,60,40,60,70,50,60,40,60,70,50,40,50,70,40,60,70,NA,NA,85,40
NA,"Republican",60,70,50,60,60,50,60,50,40,50,40,30,50,40,70,15,60,40,40,50,50,70,70,60,50,60,50,60,50,30,50,60,50,40,50,50,40,50,85,40,50,60,50
"McCain","Republican",40,50,85,60,60,40,40,50,40,50,40,40,70,40,60,30,30,80,40,30,50,60,40,50,40,60,30,50,50,40,40,50,80,30,40,70,30,40,30,60,30,60,50
"Obama",NA,15,70,60,60,70,60,50,70,60,50,60,50,60,70,70,70,70,40,85,40,60,70,70,50,0,85,50,60,70,60,40,85,70,70,60,85,50,50,85,50,50,30,85
"McCain","Other",70,40,100,100,50,15,100,50,60,100,15,40,50,40,100,40,60,100,100,NA,70,100,60,70,50,50,15,50,50,40,100,50,100,50,50,100,50,40,40,100,70,85,30
"McCain",NA,70,0,85,85,0,50,85,50,50,100,60,15,70,15,85,70,100,100,70,30,60,100,30,30,50,85,40,85,100,0,85,85,100,0,50,100,0,15,50,50,50,85,15
"Obama","Other",15,85,60,50,70,70,30,70,50,60,60,50,70,50,70,40,85,85,70,70,60,100,85,60,70,70,40,70,70,60,60,70,60,70,70,85,50,70,85,50,15,15,70
NA,"Other",0,85,30,50,70,30,50,85,50,50,50,40,85,40,85,85,85,50,50,30,60,100,70,60,50,85,50,85,70,50,30,85,60,85,85,50,60,100,100,NA,NA,50,50
"McCain","Republican",70,15,70,50,50,0,70,100,100,100,50,60,85,30,85,40,70,100,70,60,85,100,40,60,70,100,50,100,85,70,70,100,100,50,50,100,60,0,0,60,50,60,30
"Obama","Other",15,70,40,50,85,60,30,30,40,50,15,15,50,40,60,30,50,85,60,30,40,85,40,50,50,50,40,50,50,0,60,70,40,50,50,50,50,60,30,60,50,30,40
"McCain","Republican",60,60,70,70,60,60,50,60,50,70,60,60,70,50,85,0,70,60,60,30,60,85,60,60,70,70,60,60,85,40,50,70,60,40,50,70,40,40,50,70,0,60,30
"McCain","Republican",85,15,100,85,0,30,70,85,60,50,30,60,85,0,85,0,85,100,100,50,100,100,60,40,70,85,15,85,100,70,100,85,85,0,50,85,15,0,0,85,50,70,0
"Obama","Democrat",0,60,60,NA,60,NA,0,70,NA,70,30,0,85,NA,50,85,70,70,0,15,60,100,NA,50,0,NA,70,NA,NA,50,50,85,NA,NA,NA,60,NA,70,85,70,NA,50,60
NA,"Republican",40,60,60,50,40,40,70,50,40,50,50,40,60,50,50,30,50,50,40,40,40,60,50,40,40,50,40,40,50,30,50,50,50,50,50,60,40,15,0,40,30,60,60
"McCain","Other",40,40,40,50,50,50,60,40,40,50,40,40,60,15,70,40,60,70,40,60,40,40,40,30,40,50,50,60,60,40,50,40,50,50,50,60,30,30,30,85,0,60,50
"McCain","Republican",70,30,85,50,30,15,85,85,50,85,50,40,85,40,85,30,85,85,70,50,85,85,70,40,85,85,15,85,85,0,85,85,85,50,85,50,50,15,85,85,60,70,40
"McCain","Republican",100,0,70,70,0,0,85,60,60,60,40,40,70,15,70,50,70,85,60,50,60,70,70,60,15,30,60,50,100,0,50,70,15,15,30,70,15,0,0,85,50,100,0
"McCain","Republican",60,85,85,70,70,70,50,70,60,50,70,60,50,50,85,50,70,85,70,60,85,85,70,70,70,70,50,60,85,30,60,70,70,40,NA,70,50,50,60,70,70,60,40
NA,"Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,100,40,NA,0,100
"Obama",NA,15,70,50,50,60,NA,50,NA,50,NA,50,50,50,NA,60,50,NA,85,40,60,NA,60,60,40,50,NA,50,NA,NA,NA,50,NA,50,NA,NA,50,NA,70,50,NA,NA,50,50
NA,"Democrat",0,85,30,NA,NA,NA,50,NA,NA,65,NA,100,NA,NA,99,55,90,60,60,35,NA,90,NA,95,0,70,100,65,NA,50,60,60,NA,50,5,80,NA,70,100,NA,NA,30,100
"Obama","Democrat",4,85,50,40,70,70,30,70,50,60,40,60,60,60,60,50,70,60,70,40,50,85,60,70,30,60,85,40,60,70,50,50,60,40,50,70,30,70,70,50,NA,60,70
"Obama","Democrat",25,100,25,20,85,75,20,100,50,100,100,80,50,50,100,40,100,80,60,40,40,100,100,80,85,50,50,80,50,60,50,50,50,5,50,80,NA,60,30,60,NA,30,100
NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,40,NA,NA,100,100
"Obama","Democrat",0,100,75,NA,100,90,15,100,100,50,40,NA,80,70,100,80,70,100,65,70,80,100,98,87,NA,98,90,100,100,90,60,100,100,NA,95,100,NA,40,100,85,30,50,70
"Obama","Democrat",0,100,0,0,100,50,50,85,100,100,50,50,85,60,100,100,100,0,50,100,60,100,60,50,0,85,50,100,60,50,85,85,85,60,85,100,0,60,85,50,50,0,100
NA,"Republican",0,85,85,70,70,50,50,50,50,50,50,50,50,60,70,70,50,50,50,0,50,70,70,50,50,50,60,50,50,15,50,50,50,50,50,50,50,60,70,40,50,70,60
"Obama","Other",50,85,60,70,100,70,15,85,85,85,50,50,70,85,85,100,NA,100,15,40,70,100,85,60,100,85,40,85,NA,15,30,85,85,85,85,100,70,50,60,0,0,40,85
"Obama","Democrat",0,70,15,50,70,50,40,100,50,100,100,15,100,100,100,100,100,100,40,85,100,100,70,70,85,100,30,100,100,15,100,100,50,100,100,100,40,100,85,85,50,15,100
"McCain","Republican",70,50,70,50,50,NA,60,85,70,85,60,60,85,70,85,60,85,100,60,85,70,85,70,60,40,85,60,85,85,50,85,85,70,50,70,85,40,60,30,85,0,50,50
NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,70,NA,NA,NA,50
"Obama","Democrat",30,70,60,50,85,70,50,70,50,100,70,15,60,50,85,100,60,60,30,40,40,85,60,50,60,70,15,60,50,60,70,70,60,60,60,70,70,85,100,70,0,30,85
NA,NA,40,80,50,NA,85,NA,50,85,NA,85,60,60,60,50,80,50,80,70,50,50,NA,80,NA,50,50,NA,50,60,NA,60,50,60,NA,NA,60,85,NA,50,50,NA,NA,50,50
NA,"Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,70,70,NA,60,70
NA,"Democrat",40,60,50,50,50,50,50,70,50,50,60,40,50,50,60,50,50,50,50,40,40,70,60,50,50,50,50,50,50,60,50,50,50,50,50,50,40,70,70,60,50,40,85
"Obama","Democrat",50,100,15,40,100,70,15,85,60,85,60,70,60,50,70,60,70,85,70,50,60,85,70,40,50,50,50,60,40,70,60,60,50,60,60,70,40,70,85,60,50,40,85
"Obama","Democrat",0,100,40,30,85,100,40,100,50,100,70,40,70,60,85,50,85,85,70,40,85,100,70,50,60,70,70,100,85,85,50,100,50,50,85,85,50,75,70,60,NA,0,100
NA,"Other",40,70,50,50,70,50,50,60,50,60,60,60,60,60,70,60,70,70,50,50,60,70,70,50,60,60,60,60,60,60,50,60,60,60,60,60,50,60,70,40,NA,40,50
"Obama","Democrat",30,100,40,15,100,85,15,85,30,85,85,60,85,100,85,100,100,85,30,85,40,85,85,15,85,85,50,85,85,85,60,85,85,85,85,85,85,70,85,50,0,40,70
NA,"Democrat",15,85,50,50,50,85,60,50,40,50,50,40,50,50,50,30,50,50,30,40,50,60,50,50,50,50,60,50,50,40,50,50,40,50,50,50,50,85,85,60,30,30,70
"Obama","Democrat",15,70,50,50,60,60,40,50,30,30,50,50,70,85,70,60,100,85,30,60,40,70,100,40,50,50,60,50,100,0,70,50,85,50,50,100,0,85,60,0,0,0,15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,40,0,40,40
"McCain","Other",50,60,40,50,50,40,40,85,40,85,85,40,85,70,85,40,85,85,40,70,50,85,85,70,40,85,40,85,60,70,70,85,70,60,85,85,60,40,30,30,0,50,50
"McCain","Republican",40,30,60,60,40,40,100,70,100,50,40,40,60,40,85,40,100,100,50,70,85,100,40,70,50,85,30,85,85,40,85,85,70,30,50,100,40,40,30,60,70,60,30
"Obama","Other",40,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,50,50,50,50,60,50,60,50,50,50,50,50,50,50,50,50,50,50,50,50,60,50,40,50,50
"McCain","Republican",60,15,70,70,15,50,70,85,40,85,15,40,85,30,85,15,50,100,40,15,85,85,15,70,85,70,30,85,70,40,50,85,85,60,70,85,0,15,0,85,70,70,15
"Obama","Democrat",0,100,40,40,85,100,15,85,85,85,50,0,85,85,85,85,85,100,15,85,50,100,85,50,50,85,40,85,85,30,85,85,60,85,85,85,70,85,100,50,0,40,85
"Obama",NA,50,10,50,50,100,85,40,60,60,70,85,50,0,85,70,50,50,70,50,60,30,85,70,50,100,60,50,70,60,30,50,100,50,70,70,60,60,40,30,60,50,60,70
"McCain","Republican",85,50,85,70,50,30,100,70,100,85,0,70,85,15,85,15,85,100,70,30,100,85,15,15,0,70,60,70,85,15,85,70,100,60,0,100,0,0,15,100,100,85,50
"McCain","Republican",40,30,50,85,15,30,70,40,70,85,30,0,85,20,85,15,70,90,45,45,55,85,15,0,15,85,0,40,85,0,75,85,85,0,50,100,40,30,30,70,85,60,15
NA,"Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,85,70,0,50,50
NA,"Republican",60,70,70,50,70,60,60,70,50,70,70,70,70,50,70,50,70,100,85,70,70,85,70,70,70,70,70,70,70,15,70,70,60,70,70,70,70,70,30,100,85,70,60
"Other","Other",60,70,50,70,50,60,60,70,60,70,60,60,85,60,85,60,70,85,40,60,70,85,60,60,60,70,70,85,85,60,70,70,60,70,70,85,70,70,70,70,60,60,50
"McCain","Republican",70,30,50,50,50,40,100,50,40,50,50,30,50,50,60,30,50,70,50,30,50,70,40,50,50,50,40,50,50,15,60,50,30,30,50,70,50,0,15,85,70,60,50
"Obama","Other",15,90,85,50,55,70,60,60,60,60,60,35,60,60,60,40,60,70,30,50,60,60,60,50,60,60,35,60,60,50,50,60,80,60,60,60,60,70,80,60,3,29,30
"McCain","Republican",70,40,50,NA,60,50,60,70,50,70,30,85,85,60,100,60,85,100,85,60,100,100,70,85,0,50,85,70,85,40,70,85,85,50,50,85,0,60,70,85,50,100,100
"McCain","Republican",85,40,85,50,30,60,60,70,85,85,40,60,70,40,85,40,85,85,15,30,85,100,70,70,15,70,40,40,50,15,60,85,NA,30,50,100,0,15,50,NA,30,100,30
NA,"Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,100,0,15,30,100
NA,"Democrat",0,100,49,50,100,80,20,50,50,50,50,50,50,50,80,50,50,50,50,50,50,90,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,85,85,40,50,40,70
NA,"Republican",60,40,70,70,70,50,85,50,85,60,40,30,70,0,NA,40,85,85,70,40,85,85,40,85,40,85,15,85,NA,70,60,50,85,60,50,85,40,40,0,85,85,70,40
"Obama","Democrat",0,100,0,NA,70,60,0,100,50,70,50,50,100,100,100,70,100,100,70,70,70,100,80,70,100,100,80,100,100,50,70,100,100,100,100,70,50,100,100,NA,60,0,70
"McCain","Republican",60,60,85,NA,40,40,85,85,85,85,70,60,70,70,85,40,70,100,70,40,85,85,50,70,70,85,70,70,85,40,85,85,85,50,NA,85,50,40,50,70,70,85,50
"McCain",NA,70,50,85,85,60,50,70,70,40,50,60,50,50,60,70,60,85,100,50,40,60,85,70,70,85,85,60,50,85,15,60,50,40,50,50,50,50,60,72,NA,50,70,70
"Obama","Democrat",15,100,15,30,100,85,15,70,40,60,70,30,70,85,70,60,70,70,40,60,40,70,85,60,70,70,60,70,60,60,60,70,60,70,70,60,50,85,85,30,0,15,70
"Obama","Democrat",40,100,30,60,100,100,15,85,100,100,85,100,85,100,85,85,85,100,70,85,85,85,85,100,70,70,85,100,85,70,85,85,85,60,70,100,30,100,100,100,0,0,100
